Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,none,Intel,Core M-5Y31,727,27.5,50,https://cpu.userbenchmark.com/SpeedTest/33034/IntelR-CoreTM-M-5Y31-CPU---090GHz
CPU,none,Intel,Xeon W3505,728,27.5,357,https://cpu.userbenchmark.com/SpeedTest/12714/IntelR-XeonR-CPU-----------W3505----253GHz
CPU,none,Intel,Core i3-4030U,729,27.4,11005,https://cpu.userbenchmark.com/SpeedTest/13661/IntelR-CoreTM-i3-4030U-CPU---190GHz
CPU,none,AMD,A4-6320 APU,730,27.4,319,https://cpu.userbenchmark.com/SpeedTest/12932/AMD-A4-6320-APU-with-Radeontm-HD-Graphics
CPU,none,Intel,Celeron G530,731,27.4,1788,https://cpu.userbenchmark.com/SpeedTest/229/IntelR-CeleronR-CPU-G530---240GHz
CPU,none,Intel,Core i3-2328M,732,27.3,3497,https://cpu.userbenchmark.com/SpeedTest/2488/IntelR-CoreTM-i3-2328M-CPU---220GHz
CPU,none,Intel,Xeon X3220,733,27.3,432,https://cpu.userbenchmark.com/SpeedTest/4801/IntelR-XeonR-CPU-----------X3220----240GHz
CPU,none,Intel,Core2 Quad,734,27.2,3215,https://cpu.userbenchmark.com/SpeedTest/374/IntelR-CoreTM2-Quad-CPU-------------240GHz
CPU,none,AMD,Athlon II X2 265,735,27.2,356,https://cpu.userbenchmark.com/SpeedTest/986/AMD-Athlontm-II-X2-265-Processor
CPU,none,AMD,A8-5550M APU,737,27.1,1633,https://cpu.userbenchmark.com/SpeedTest/5035/AMD-A8-5550M-APU-with-Radeontm-HD-Graphics
CPU,none,AMD,Phenom 9500,738,27,1104,https://cpu.userbenchmark.com/SpeedTest/1692/AMD-Phenomtm-9500-Quad-Core-Processor
CPU,none,Intel,Core2 Duo E8600,739,27,2869,https://cpu.userbenchmark.com/SpeedTest/124/IntelR-CoreTM2-Duo-CPU-----E8600----333GHz
CPU,none,AMD,A8-3530MX APU,740,26.8,253,https://cpu.userbenchmark.com/SpeedTest/1796/AMD-A8-3530MX-APU-with-Radeontm-HD-Graphics
CPU,none,Intel,Core i3-2310M,741,26.8,9956,https://cpu.userbenchmark.com/SpeedTest/159/IntelR-CoreTM-i3-2310M-CPU---210GHz
CPU,none,Intel,Core M-5Y51,742,26.8,248,https://cpu.userbenchmark.com/SpeedTest/24458/IntelR-CoreTM-M-5Y51-CPU---110GHz
CPU,none,AMD,A4-6300 APU,743,26.7,5360,https://cpu.userbenchmark.com/SpeedTest/10639/AMD-A4-6300-APU-with-Radeontm-HD-Graphics
CPU,none,AMD,Phenom II X2 560,744,26.6,990,https://cpu.userbenchmark.com/SpeedTest/5408/AMD-Phenomtm-II-X2-560-Processor
CPU,none,AMD,A6-5400K APU,745,26.4,3566,https://cpu.userbenchmark.com/SpeedTest/4113/AMD-A6-5400K-APU-with-Radeontm-HD-Graphics
CPU,none,AMD,Phenom II N950,746,26.4,149,https://cpu.userbenchmark.com/SpeedTest/213/AMD-Phenomtm-II-N950-Quad-Core-Processor
CPU,none,AMD,Phenom II X2 555,747,26.3,2736,https://cpu.userbenchmark.com/SpeedTest/2917/AMD-Phenomtm-II-X2-555-Processor
CPU,none,Intel,Core i3 M 350,748,26.2,6378,https://cpu.userbenchmark.com/SpeedTest/572/IntelR-CoreTM-i3-CPU-------M-350----227GHz
CPU,none,AMD,A8-3510MX APU,750,26,275,https://cpu.userbenchmark.com/SpeedTest/5873/AMD-A8-3510MX-APU-with-Radeontm-HD-Graphics
CPU,none,Intel,Xeon E5345,751,26,165,https://cpu.userbenchmark.com/SpeedTest/10151/IntelR-XeonR-CPU-----------E5345----233GHz
CPU,none,Intel,Xeon W3503,752,26,795,https://cpu.userbenchmark.com/SpeedTest/3723/IntelR-XeonR-CPU-----------W3503----240GHz
CPU,none,AMD,Athlon II X2 260,753,26,2853,https://cpu.userbenchmark.com/SpeedTest/4651/AMD-Athlontm-II-X2-260-Processor
CPU,none,Intel,Xeon E5405,754,25.9,381,https://cpu.userbenchmark.com/SpeedTest/25434/IntelR-XeonR-CPU-----------E5405----200GHz
CPU,none,AMD,A9-9410 APU (2016 M.SR),755,25.9,2736,https://cpu.userbenchmark.com/SpeedTest/137162/AMD-A9-9410-RADEON-R5-5-COMPUTE-CORES-2C-3G
CPU,none,Intel,Pentium B980,756,25.8,1811,https://cpu.userbenchmark.com/SpeedTest/6036/IntelR-PentiumR-CPU-B980---240GHz
CPU,none,Intel,Pentium E6800,757,25.8,383,https://cpu.userbenchmark.com/SpeedTest/4231/PentiumR-Dual-Core--CPU------E6800----333GHz
CPU,none,AMD,FX-7500 APU (2014 M.Ka),758,25.7,2084,https://cpu.userbenchmark.com/SpeedTest/16010/AMD-FX-7500-Radeon-R7-10-Compute-Cores-4C-6G
CPU,none,Intel,Core i7 L 620,759,25.6,223,https://cpu.userbenchmark.com/SpeedTest/952/IntelR-CoreTM-i7-CPU-------L-620----200GHz
CPU,none,AMD,A9-9420 APU (2016 M.SR),760,25.6,5932,https://cpu.userbenchmark.com/SpeedTest/297050/AMD-A9-9420-RADEON-R5-5-COMPUTE-CORES-2C-3G
CPU,none,Intel,Core i5-4300Y,761,25.6,442,https://cpu.userbenchmark.com/SpeedTest/8659/IntelR-CoreTM-i5-4300Y-CPU---160GHz
CPU,none,Intel,Core2 Duo E8500,762,25.6,10699,https://cpu.userbenchmark.com/SpeedTest/13/IntelR-CoreTM2-Duo-CPU-----E8500----316GHz
CPU,none,AMD,A9-9425 APU (2016 M.SR),763,25.5,1555,https://cpu.userbenchmark.com/SpeedTest/496441/AMD-A9-9425-RADEON-R5-5-COMPUTE-CORES-2C-3G
CPU,none,AMD,Phenom II X2 550,764,25.5,2207,https://cpu.userbenchmark.com/SpeedTest/2418/AMD-Phenomtm-II-X2-550-Processor
CPU,none,AMD,A10-5745M APU,765,25.3,3510,https://cpu.userbenchmark.com/SpeedTest/4194/AMD-A10-5745M-APU-with-Radeontm-HD-Graphics
CPU,none,Intel,Core i3-3227U,766,25.3,3278,https://cpu.userbenchmark.com/SpeedTest/5042/IntelR-CoreTM-i3-3227U-CPU---190GHz
CPU,none,Intel,Core M-5Y10a,767,25.3,8,https://cpu.userbenchmark.com/SpeedTest/26061/IntelR-Processor-5Y10a-CPU---080GHz
CPU,none,Intel,Core2 Quad Q9000,768,25.2,494,https://cpu.userbenchmark.com/SpeedTest/5898/IntelR-CoreTM2-Quad--CPU---Q9000----200GHz
CPU,none,AMD,Phenom II N930,770,25.1,291,https://cpu.userbenchmark.com/SpeedTest/6654/AMD-Phenomtm-II-N930-Quad-Core-Processor
CPU,none,AMD,Athlon II X2 255,771,25.1,2197,https://cpu.userbenchmark.com/SpeedTest/6225/AMD-Athlontm-II-X2-255-Processor
CPU,none,Intel,Pentium E6700,772,24.9,2352,https://cpu.userbenchmark.com/SpeedTest/2030/PentiumR-Dual-Core--CPU------E6700----320GHz
CPU,none,AMD,A4-5300 APU,773,24.9,2949,https://cpu.userbenchmark.com/SpeedTest/3554/AMD-A4-5300-APU-with-Radeontm-HD-Graphics
CPU,none,AMD,Athlon 5350 APU R3,774,24.8,2068,https://cpu.userbenchmark.com/SpeedTest/10020/AMD-Athlontm-5350-APU-with-Radeontm-R3
CPU,none,Intel,Xeon E3110,775,24.7,196,https://cpu.userbenchmark.com/SpeedTest/4226/IntelR-XeonR-CPU-----------E3110----300GHz
CPU,none,Intel,Pentium 3805U,776,24.7,399,https://cpu.userbenchmark.com/SpeedTest/34360/IntelR-PentiumR-3805U---190GHz
CPU,none,Intel,Core i3 M 330,777,24.7,7107,https://cpu.userbenchmark.com/SpeedTest/484/IntelR-CoreTM-i3-CPU-------M-330----213GHz
CPU,none,Intel,Core i3-4005U,778,24.7,15259,https://cpu.userbenchmark.com/SpeedTest/7028/IntelR-CoreTM-i3-4005U-CPU---170GHz
CPU,none,Intel,Pentium E5800,779,24.6,4126,https://cpu.userbenchmark.com/SpeedTest/3092/PentiumR-Dual-Core--CPU------E5800----320GHz
CPU,none,Intel,Pentium B970,780,24.6,1510,https://cpu.userbenchmark.com/SpeedTest/559/IntelR-PentiumR-CPU-B970---230GHz
CPU,none,AMD,A8-7410 APU (2015 M.Ca),781,24.6,11767,https://cpu.userbenchmark.com/SpeedTest/33754/AMD-A8-7410-APU-with-AMD-Radeon-R5-Graphics
CPU,none,AMD,Athlon 64 X2 Dual Core 6400+,782,24.5,548,https://cpu.userbenchmark.com/SpeedTest/5653/AMD-Athlontm-64-X2-Dual-Core-Processor-6400-
CPU,none,Intel,Core i3-4010U,783,24.5,5244,https://cpu.userbenchmark.com/SpeedTest/4821/IntelR-CoreTM-i3-4010U-CPU---170GHz
CPU,none,AMD,Athlon II X2 250 (2013 D.Ri),784,24.4,9365,https://cpu.userbenchmark.com/SpeedTest/1064/AMD-Athlontm-II-X2-250-Processor
CPU,none,Intel,Core2 Extreme X9100,785,24.3,346,https://cpu.userbenchmark.com/SpeedTest/6202/IntelR-CoreTM2-Extreme-CPU-X9100----306GHz
CPU,none,AMD,Phenom II X2 545,786,24.3,581,https://cpu.userbenchmark.com/SpeedTest/8398/AMD-Phenomtm-II-X2-545-Processor
CPU,none,AMD,Athlon II X2 B24,787,24.2,901,https://cpu.userbenchmark.com/SpeedTest/6359/AMD-Athlontm-II-X2-B24-Processor
CPU,none,AMD,A8-6410 APU R5 Graphics,788,24.2,10583,https://cpu.userbenchmark.com/SpeedTest/12263/AMD-A8-6410-APU-with-AMD-Radeon-R5-Graphics
CPU,none,AMD,A10-4655M APU,789,24.2,920,https://cpu.userbenchmark.com/SpeedTest/6343/AMD-A10-4655M-APU-with-Radeontm-HD-Graphics
CPU,none,AMD,A8-3520M APU,790,24.2,645,https://cpu.userbenchmark.com/SpeedTest/6369/AMD-A8-3520M-APU-with-Radeontm-HD-Graphics
CPU,none,AMD,A8-4500M APU,791,24.1,5108,https://cpu.userbenchmark.com/SpeedTest/758/AMD-A8-4500M-APU-with-Radeontm-HD-Graphics
CPU,none,Intel,Core2 Duo E7600,792,24.1,1904,https://cpu.userbenchmark.com/SpeedTest/4924/IntelR-CoreTM2-Duo-CPU-----E7600----306GHz
CPU,none,AMD,A6-3500 APU,793,24.1,1225,https://cpu.userbenchmark.com/SpeedTest/4150/AMD-A6-3500-APU-with-Radeontm-HD-Graphics
CPU,none,Intel,Core2 Duo E8400,794,23.9,38176,https://cpu.userbenchmark.com/Intel-Core2-Duo-E8400/Rating/2720
CPU,none,Intel,Pentium B960,795,23.9,5909,https://cpu.userbenchmark.com/SpeedTest/1038/IntelR-PentiumR-CPU-B960---220GHz
CPU,none,AMD,Athlon II X2 245,796,23.9,3140,https://cpu.userbenchmark.com/SpeedTest/2018/AMD-Athlontm-II-X2-245-Processor
CPU,none,Intel,Core i5-4210Y,797,23.9,356,https://cpu.userbenchmark.com/SpeedTest/6358/IntelR-CoreTM-i5-4210Y-CPU---150GHz
CPU,none,Intel,Core i3-3217U,798,23.9,12792,https://cpu.userbenchmark.com/SpeedTest/1643/IntelR-CoreTM-i3-3217U-CPU---180GHz
CPU,none,AMD,A6-7310 APU (2015 M.Ca),799,23.8,3951,https://cpu.userbenchmark.com/SpeedTest/42196/AMD-A6-7310-APU-with-AMD-Radeon-R4-Graphics
CPU,none,AMD,Phenom 8650 Triple-Core,800,23.8,814,https://cpu.userbenchmark.com/SpeedTest/4548/AMD-Phenomtm-8650-Triple-Core-Processor
CPU,none,Intel,Core2 Duo T9900,801,23.8,547,https://cpu.userbenchmark.com/SpeedTest/972/IntelR-CoreTM2-Duo-CPU-----T9900----306GHz
CPU,none,Intel,Core i5-2467M,802,23.8,1803,https://cpu.userbenchmark.com/SpeedTest/854/IntelR-CoreTM-i5-2467M-CPU---160GHz
CPU,none,Intel,Pentium E6600,803,23.7,2293,https://cpu.userbenchmark.com/SpeedTest/988/PentiumR-Dual-Core--CPU------E6600----306GHz
CPU,none,AMD,A9-9400 APU (2016 M.SR),804,23.7,774,https://cpu.userbenchmark.com/SpeedTest/188753/AMD-A9-9400-RADEON-R5-5-COMPUTE-CORES-2C-3G
CPU,none,AMD,Phenom II N660,805,23.5,248,https://cpu.userbenchmark.com/SpeedTest/9034/AMD-Phenomtm-II-N660-Dual-Core-Processor
CPU,none,AMD,Athlon 64 X2 Dual Core 6000+,807,23.3,3539,https://cpu.userbenchmark.com/SpeedTest/5708/AMD-Athlontm-64-X2-Dual-Core-Processor-6000-
CPU,none,Intel,Core2 Duo T9800,809,23.2,316,https://cpu.userbenchmark.com/SpeedTest/7044/IntelR-CoreTM2-Duo-CPU-----T9800----293GHz
CPU,none,AMD,A8-5545M APU,810,23.2,1476,https://cpu.userbenchmark.com/SpeedTest/9308/AMD-A8-5545M-APU-with-Radeontm-HD-Graphics
CPU,none,AMD,A10-7300 APU (2014 M.Ka),811,23.1,3543,https://cpu.userbenchmark.com/SpeedTest/11662/AMD-A10-7300-Radeon-R6-10-Compute-Cores-4C-6G
CPU,none,Intel,Core2 Duo E7500,812,23.1,19586,https://cpu.userbenchmark.com/SpeedTest/987/IntelR-CoreTM2-Duo-CPU-----E7500----293GHz
CPU,none,AMD,A6-3410MX APU,813,23.1,539,https://cpu.userbenchmark.com/SpeedTest/5327/AMD-A6-3410MX-APU-with-Radeontm-HD-Graphics
CPU,none,Intel,Pentium E6500,814,23,2590,https://cpu.userbenchmark.com/SpeedTest/720/PentiumR-Dual-Core--CPU------E6500----293GHz
CPU,none,AMD,Athlon 7850,815,23,362,https://cpu.userbenchmark.com/SpeedTest/2660/AMD-Athlontm-7850-Dual-Core-Processor
CPU,none,AMD,Phenom II P960,816,22.9,569,https://cpu.userbenchmark.com/SpeedTest/1991/AMD-Phenomtm-II-P960-Quad-Core-Processor
CPU,none,AMD,Athlon II X2 240,817,22.9,3558,https://cpu.userbenchmark.com/SpeedTest/4133/AMD-Athlontm-II-X2-240-Processor
CPU,none,AMD,Phenom 9150e,818,22.9,500,https://cpu.userbenchmark.com/SpeedTest/7599/AMD-Phenomtm-9150e-Quad-Core-Processor
CPU,none,Intel,Pentium E5700,819,22.8,8692,https://cpu.userbenchmark.com/SpeedTest/976/PentiumR-Dual-Core--CPU------E5700----300GHz
CPU,none,Intel,Core i5-4202Y,820,22.8,390,https://cpu.userbenchmark.com/SpeedTest/6438/IntelR-CoreTM-i5-4202Y-CPU---160GHz
CPU,none,AMD,A6-5200 APU,821,22.8,4829,https://cpu.userbenchmark.com/SpeedTest/4574/AMD-A6-5200-APU-with-RadeonTM-HD-Graphics
CPU,none,AMD,Phenom II N850,822,22.7,181,https://cpu.userbenchmark.com/SpeedTest/6473/AMD-Phenomtm-II-N850-Triple-Core-Processor
CPU,none,AMD,A6-3420M APU,823,22.7,2486,https://cpu.userbenchmark.com/SpeedTest/649/AMD-A6-3420M-APU-with-Radeontm-HD-Graphics
CPU,none,AMD,Athlon II X2 220,824,22.5,2299,https://cpu.userbenchmark.com/SpeedTest/5455/AMD-Athlontm-II-X2-220-Processor
CPU,none,Intel,Core2 Duo E8300,825,22.5,803,https://cpu.userbenchmark.com/SpeedTest/1068/IntelR-CoreTM2-Duo-CPU-----E8300----283GHz
CPU,none,Intel,Core i5-3339Y,826,22.4,173,https://cpu.userbenchmark.com/SpeedTest/3454/IntelR-CoreTM-i5-3339Y-CPU---150GHz
CPU,none,AMD,A8-7100 APU (2014 M.Ka),827,22.4,565,https://cpu.userbenchmark.com/SpeedTest/20429/AMD-A8-7100-Radeon-R5-8-Compute-Cores-4C-4G
CPU,none,Intel,Pentium B950,828,22.4,3032,https://cpu.userbenchmark.com/SpeedTest/1968/IntelR-PentiumR-CPU-B950---210GHz
CPU,none,AMD,Athlon X2 240,829,22.2,151,https://cpu.userbenchmark.com/SpeedTest/8553/AMD-Athlontm-X2-240-Processor
CPU,none,AMD,A4-7210 APU (2015 M.Ca),830,22.2,856,https://cpu.userbenchmark.com/SpeedTest/42376/AMD-A4-7210-APU-with-AMD-Radeon-R3-Graphics
CPU,none,Intel,Core2 Duo P9700,831,22.2,254,https://cpu.userbenchmark.com/SpeedTest/3330/IntelR-CoreTM2-Duo-CPU-----P9700----280GHz
CPU,none,Intel,Celeron 1005M,832,22.2,1304,https://cpu.userbenchmark.com/SpeedTest/5234/IntelR-CeleronR-CPU-1005M---190GHz
CPU,none,AMD,A4-3400 APU,833,22.1,1320,https://cpu.userbenchmark.com/SpeedTest/6076/AMD-A4-3400-APU-with-Radeontm-HD-Graphics
CPU,none,Intel,Pentium B940,834,22,1641,https://cpu.userbenchmark.com/SpeedTest/2724/IntelR-PentiumR-CPU-B940---200GHz
CPU,none,Intel,Core2 Duo E7400,835,22,7001,https://cpu.userbenchmark.com/SpeedTest/2077/IntelR-CoreTM2-Duo-CPU-----E7400----280GHz
CPU,none,Intel,Core2 Duo T9600,836,22,2499,https://cpu.userbenchmark.com/SpeedTest/1795/IntelR-CoreTM2-Duo-CPU-----T9600----280GHz
CPU,none,AMD,Phenom II P940,837,21.8,57,https://cpu.userbenchmark.com/SpeedTest/12706/AMD-Phenomtm-II-P940-Quad-Core-Processor
CPU,none,AMD,A4-4000 APU,838,21.7,2723,https://cpu.userbenchmark.com/SpeedTest/8144/AMD-A4-4000-APU-with-Radeontm-HD-Graphics
CPU,none,AMD,Athlon II X2 215,839,21.7,2503,https://cpu.userbenchmark.com/SpeedTest/885/AMD-Athlontm-II-X2-215-Processor
CPU,none,Intel,Pentium E6300,840,21.7,1629,https://cpu.userbenchmark.com/SpeedTest/3310/PentiumR-Dual-Core--CPU------E6300----280GHz
CPU,none,AMD,A8-3500M APU,842,21.7,768,https://cpu.userbenchmark.com/SpeedTest/5434/AMD-A8-3500M-APU-with-Radeontm-HD-Graphics
CPU,none,AMD,Athlon 64 X2 Dual Core 5600+,843,21.7,2082,https://cpu.userbenchmark.com/SpeedTest/2183/AMD-Athlontm-64-X2-Dual-Core-Processor-5600-
CPU,none,AMD,Phenom 8450 Triple-Core,844,21.6,946,https://cpu.userbenchmark.com/SpeedTest/3789/AMD-Phenomtm-8450-Triple-Core-Processor
CPU,none,AMD,Athlon 7750,845,21.6,1335,https://cpu.userbenchmark.com/SpeedTest/3774/AMD-Athlontm-7750-Dual-Core-Processor
CPU,none,Intel,Pentium P6200,846,21.5,3609,https://cpu.userbenchmark.com/SpeedTest/4539/IntelR-PentiumR-CPU--------P6200----213GHz
CPU,none,Intel,Core i5-2537M,848,21.5,256,https://cpu.userbenchmark.com/SpeedTest/3186/IntelR-CoreTM-i5-2537M-CPU---140GHz
CPU,none,Intel,Pentium N3540,849,21.5,7828,https://cpu.userbenchmark.com/SpeedTest/15842/IntelR-PentiumR-CPU--N3540----216GHz
CPU,none,Intel,Pentium J2900,850,21.4,1722,https://cpu.userbenchmark.com/SpeedTest/12727/IntelR-PentiumR-CPU--J2900----241GHz
CPU,none,Intel,Pentium E5500,851,21.4,3371,https://cpu.userbenchmark.com/SpeedTest/2012/PentiumR-Dual-Core--CPU------E5500----280GHz
CPU,none,Intel,Core2 Duo E8200,852,21.3,2365,https://cpu.userbenchmark.com/SpeedTest/3200/IntelR-CoreTM2-Duo-CPU-----E8200----266GHz
CPU,none,Intel,Pentium 2127U,853,21.3,632,https://cpu.userbenchmark.com/SpeedTest/3354/IntelR-PentiumR-CPU-2127U---190GHz
CPU,none,Intel,Xeon E5335,854,21.2,111,https://cpu.userbenchmark.com/SpeedTest/24658/IntelR-XeonR-CPU-----------E5335----200GHz
CPU,none,AMD,Athlon 64 X2 Dual Core 5400+,855,21.2,541,https://cpu.userbenchmark.com/SpeedTest/4069/AMD-Athlontm-64-X2-Dual-Core-Processor-5400-
CPU,none,AMD,Phenom II N830,856,21.1,386,https://cpu.userbenchmark.com/SpeedTest/690/AMD-Phenomtm-II-N830-Triple-Core-Processor
CPU,none,Intel,Core2 Duo P8800,857,21.1,507,https://cpu.userbenchmark.com/SpeedTest/2429/IntelR-CoreTM2-Duo-CPU-----P8800----266GHz
CPU,none,Intel,Celeron J3355,858,21.1,256,https://cpu.userbenchmark.com/SpeedTest/247225/IntelR-CeleronR-CPU-J3355---200GHz
CPU,none,Intel,Pentium N3710,859,21,4740,https://cpu.userbenchmark.com/SpeedTest/141841/IntelR-PentiumR-CPU--N3710----160GHz
CPU,none,Intel,Core i3-4012Y,860,21,270,https://cpu.userbenchmark.com/SpeedTest/12259/IntelR-CoreTM-i3-4012Y-CPU---150GHz
CPU,none,Intel,Xeon E5320,861,21,70,https://cpu.userbenchmark.com/SpeedTest/24377/IntelR-XeonR-CPU-----------E5320----186GHz
CPU,none,Intel,Pentium E5400,862,20.9,6419,https://cpu.userbenchmark.com/SpeedTest/4475/PentiumR-Dual-Core--CPU------E5400----270GHz
CPU,none,Intel,Pentium P6100,863,20.9,2738,https://cpu.userbenchmark.com/SpeedTest/756/IntelR-PentiumR-CPU--------P6100----200GHz
CPU,none,Intel,Core2 Duo T9500,864,20.9,532,https://cpu.userbenchmark.com/SpeedTest/4254/IntelR-CoreTM2-Duo-CPU-----T9500----260GHz
CPU,none,Intel,Core2 Duo E6850,865,20.9,2454,https://cpu.userbenchmark.com/SpeedTest/681/IntelR-CoreTM2-Duo-CPU-----E6850----300GHz
CPU,none,Intel,Atom x7-Z8750,866,20.8,239,https://cpu.userbenchmark.com/SpeedTest/177483/IntelR-AtomTM-x7-Z8750--CPU---160GHz
CPU,none,Intel,Celeron 1000M,867,20.7,1488,https://cpu.userbenchmark.com/SpeedTest/5059/IntelR-CeleronR-CPU-1000M---180GHz
CPU,none,Intel,Celeron 1037U,868,20.7,939,https://cpu.userbenchmark.com/SpeedTest/3597/IntelR-CeleronR-CPU-1037U---180GHz
CPU,none,Intel,Core2 Duo E7300,869,20.6,3861,https://cpu.userbenchmark.com/SpeedTest/2080/IntelR-CoreTM2-Duo-CPU-----E7300----266GHz
CPU,none,Intel,Pentium N3530,870,20.5,2386,https://cpu.userbenchmark.com/SpeedTest/11468/IntelR-PentiumR-CPU--N3530----216GHz
CPU,none,AMD,E2-7110 APU (2015 M.Ca),871,20.5,1814,https://cpu.userbenchmark.com/SpeedTest/150118/AMD-E2-7110-APU-with-AMD-Radeon-R2-Graphics
CPU,none,Intel,Core2 Duo T9550,872,20.4,753,https://cpu.userbenchmark.com/SpeedTest/6301/IntelR-CoreTM2-Duo-CPU-----T9550----266GHz
CPU,none,AMD,A6-3400M APU,873,20.4,1869,https://cpu.userbenchmark.com/SpeedTest/491/AMD-A6-3400M-APU-with-Radeontm-HD-Graphics
CPU,none,AMD,A4-3300 APU,874,20.4,1245,https://cpu.userbenchmark.com/SpeedTest/4728/AMD-A4-3300-APU-with-Radeontm-HD-Graphics
CPU,none,Intel,Pentium 2117U,875,20.4,2119,https://cpu.userbenchmark.com/SpeedTest/6356/IntelR-PentiumR-CPU-2117U---180GHz
CPU,none,Intel,Pentium D 3.73GHz,876,20.3,40,https://cpu.userbenchmark.com/SpeedTest/10162/IntelR-PentiumR-D-CPU-373GHz
CPU,none,AMD,Athlon 64 X2 Dual Core 5200+,877,20.3,3364,https://cpu.userbenchmark.com/SpeedTest/1721/AMD-Athlontm-64-X2-Dual-Core-Processor-5200-
CPU,none,Intel,Core2 Duo P9600,878,20.2,304,https://cpu.userbenchmark.com/SpeedTest/8493/IntelR-CoreTM2-Duo-CPU-----P9600----266GHz
CPU,none,AMD,A4-6210 APU R3 Graphics,879,20.2,2411,https://cpu.userbenchmark.com/SpeedTest/12438/AMD-A4-6210-APU-with-AMD-Radeon-R3-Graphics
CPU,none,Intel,Atom x7-Z8700,880,20.1,1259,https://cpu.userbenchmark.com/SpeedTest/27122/IntelR-AtomTM-x7-Z8700--CPU---160GHz
CPU,none,Intel,Core2 X6800,881,20,187,https://cpu.userbenchmark.com/SpeedTest/8640/IntelR-CoreTM2-CPU---------X6800----293GHz
CPU,none,Intel,Core2 Duo E7200,882,20,3189,https://cpu.userbenchmark.com/SpeedTest/1876/IntelR-CoreTM2-Duo-CPU-----E7200----253GHz
CPU,none,Intel,Atom x5-Z8550,883,19.9,309,https://cpu.userbenchmark.com/SpeedTest/195658/IntelR-AtomTM-x5-Z8550--CPU---144GHz
CPU,none,Intel,Pentium E5300,884,19.9,8661,https://cpu.userbenchmark.com/SpeedTest/38/PentiumR-Dual-Core--CPU------E5300----260GHz
CPU,none,Intel,Celeron N3350,885,19.9,4397,https://cpu.userbenchmark.com/SpeedTest/197164/IntelR-CeleronR-CPU-N3350---110GHz
CPU,none,Intel,Celeron J1900,886,19.9,2482,https://cpu.userbenchmark.com/SpeedTest/10898/IntelR-CeleronR-CPU--J1900----199GHz
CPU,none,Intel,Celeron B830,887,19.8,1463,https://cpu.userbenchmark.com/SpeedTest/8441/IntelR-CeleronR-CPU-B830---180GHz
CPU,none,Intel,Core2 Duo T9400,889,19.8,1775,https://cpu.userbenchmark.com/SpeedTest/3645/IntelR-CoreTM2-Duo-CPU-----T9400----253GHz
CPU,none,Intel,Pentium N3700,890,19.8,5206,https://cpu.userbenchmark.com/SpeedTest/33474/IntelR-PentiumR-CPU--N3700----160GHz
CPU,none,Intel,Core2 Duo P9500,891,19.7,206,https://cpu.userbenchmark.com/SpeedTest/5851/IntelR-CoreTM2-Duo-CPU-----P9500----253GHz
CPU,none,Intel,Core2 Duo P8700,892,19.6,4041,https://cpu.userbenchmark.com/SpeedTest/581/IntelR-CoreTM2-Duo-CPU-----P8700----253GHz
CPU,none,AMD,Turion II Ultra Mobile M600,893,19.6,146,https://cpu.userbenchmark.com/SpeedTest/5449/AMD-Turiontm-II-Ultra-Dual-Core-Mobile-M600
CPU,none,AMD,Athlon 64 X2 Dual Core 5000+,894,19.6,2822,https://cpu.userbenchmark.com/SpeedTest/2324/AMD-Athlontm-64-X2-Dual-Core-Processor-5000-
CPU,none,Intel,Celeron 3205U,895,19.5,332,https://cpu.userbenchmark.com/SpeedTest/28911/IntelR-CeleronR-3205U---150GHz
CPU,none,Intel,Core2 Duo T9300,896,19.5,1972,https://cpu.userbenchmark.com/SpeedTest/2444/IntelR-CoreTM2-Duo-CPU-----T9300----250GHz
CPU,none,AMD,Athlon Dual Core 4850e,897,19.5,403,https://cpu.userbenchmark.com/SpeedTest/3970/AMD-Athlontm-Dual-Core-Processor-4850e
CPU,none,Intel,Celeron E3400,898,19.5,1862,https://cpu.userbenchmark.com/SpeedTest/5119/IntelR-CeleronR-CPU--------E3400----260GHz
CPU,none,AMD,A4-9120 APU (2016 M.SR),899,19.4,454,https://cpu.userbenchmark.com/SpeedTest/308751/AMD-A4-9120-RADEON-R3-4-COMPUTE-CORES-2C-2G
CPU,none,AMD,A6-4400M APU,900,19.4,3004,https://cpu.userbenchmark.com/SpeedTest/1745/AMD-A6-4400M-APU-with-Radeontm-HD-Graphics
CPU,none,AMD,A8-4555M APU,901,19.3,1066,https://cpu.userbenchmark.com/SpeedTest/3647/AMD-A8-4555M-APU-with-Radeontm-HD-Graphics
CPU,none,Intel,Pentium E5200,902,19.3,7234,https://cpu.userbenchmark.com/SpeedTest/1599/PentiumR-Dual-Core--CPU------E5200----250GHz
CPU,none,Intel,Pentium N3520,903,19.3,981,https://cpu.userbenchmark.com/SpeedTest/7431/IntelR-PentiumR-CPU--N3520----216GHz
CPU,none,Intel,Celeron E3300,904,19.3,1235,https://cpu.userbenchmark.com/SpeedTest/5787/IntelR-CeleronR-CPU--------E3300----250GHz
CPU,none,Intel,Core i3-2375M,905,19.2,589,https://cpu.userbenchmark.com/SpeedTest/5058/IntelR-CoreTM-i3-2375M-CPU---150GHz
CPU,none,Intel,Atom Z3775,906,18.9,614,https://cpu.userbenchmark.com/SpeedTest/12464/IntelR-AtomTM-CPU--Z3775----146GHz
